,ValueType,value,Iteration,Variable,Model,Dataset,DataType
39,time,237.75090408325195,9,50%,Active_Random,cifar,image
0,accuracy,0.2900549450549451,0,10%,Active_Uncertainty,cifar,image
1,accuracy,0.13511904761904764,1,10%,Active_Uncertainty,cifar,image
2,accuracy,0.1718237318237318,2,10%,Active_Uncertainty,cifar,image
3,accuracy,0.23801864801864803,3,10%,Active_Uncertainty,cifar,image
4,accuracy,0.14250000000000002,4,10%,Active_Uncertainty,cifar,image
5,accuracy,0.1855555555555556,5,10%,Active_Uncertainty,cifar,image
6,accuracy,0.2640476190476191,6,10%,Active_Uncertainty,cifar,image
7,accuracy,0.13222222222222224,7,10%,Active_Uncertainty,cifar,image
8,accuracy,0.19436507936507935,8,10%,Active_Uncertainty,cifar,image
9,accuracy,0.2429681429681429,9,10%,Active_Uncertainty,cifar,image
10,time,166.3872263431549,0,10%,Active_Uncertainty,cifar,image
11,time,160.63208079338077,1,10%,Active_Uncertainty,cifar,image
12,time,164.20060706138608,2,10%,Active_Uncertainty,cifar,image
13,time,161.11432576179502,3,10%,Active_Uncertainty,cifar,image
14,time,159.12081432342532,4,10%,Active_Uncertainty,cifar,image
15,time,161.24608325958255,5,10%,Active_Uncertainty,cifar,image
16,time,163.45729565620422,6,10%,Active_Uncertainty,cifar,image
17,time,160.15874576568604,7,10%,Active_Uncertainty,cifar,image
18,time,158.93536686897278,8,10%,Active_Uncertainty,cifar,image
19,time,161.2104768753052,9,10%,Active_Uncertainty,cifar,image
20,accuracy,0.18074494949494951,0,50%,Active_Uncertainty,cifar,image
21,accuracy,0.20166666666666666,1,50%,Active_Uncertainty,cifar,image
22,accuracy,0.18404761904761907,2,50%,Active_Uncertainty,cifar,image
23,accuracy,0.15767857142857142,3,50%,Active_Uncertainty,cifar,image
24,accuracy,0.20680014430014432,4,50%,Active_Uncertainty,cifar,image
25,accuracy,0.22727272727272724,5,50%,Active_Uncertainty,cifar,image
26,accuracy,0.1178030303030303,6,50%,Active_Uncertainty,cifar,image
27,accuracy,0.05181818181818182,7,50%,Active_Uncertainty,cifar,image
28,accuracy,0.10085470085470086,8,50%,Active_Uncertainty,cifar,image
29,accuracy,0.2228583916083916,9,50%,Active_Uncertainty,cifar,image
30,time,470.9475886821747,0,50%,Active_Uncertainty,cifar,image
31,time,466.7546353340149,1,50%,Active_Uncertainty,cifar,image
32,time,471.08547592163086,2,50%,Active_Uncertainty,cifar,image
33,time,472.4598224163056,3,50%,Active_Uncertainty,cifar,image
34,time,467.73148107528687,4,50%,Active_Uncertainty,cifar,image
35,time,467.61972641944885,5,50%,Active_Uncertainty,cifar,image
36,time,464.7881484031677,6,50%,Active_Uncertainty,cifar,image
37,time,470.7281129360199,7,50%,Active_Uncertainty,cifar,image
38,time,467.7006821632385,8,50%,Active_Uncertainty,cifar,image
39,time,470.5018773078919,9,50%,Active_Uncertainty,cifar,image
0,accuracy,0.17541666666666667,0,10%,Active_QBC,cifar,image
1,accuracy,0.19368131868131871,1,10%,Active_QBC,cifar,image
2,accuracy,0.14479166666666665,2,10%,Active_QBC,cifar,image
3,accuracy,0.2203817733990148,3,10%,Active_QBC,cifar,image
4,accuracy,0.06333333333333332,4,10%,Active_QBC,cifar,image
5,accuracy,0.14974747474747474,5,10%,Active_QBC,cifar,image
6,accuracy,0.19541666666666668,6,10%,Active_QBC,cifar,image
7,accuracy,0.2049206349206349,7,10%,Active_QBC,cifar,image
8,accuracy,0.2239087301587302,8,10%,Active_QBC,cifar,image
9,accuracy,0.2621066433566433,9,10%,Active_QBC,cifar,image
10,time,640.5605487823486,0,10%,Active_QBC,cifar,image
11,time,637.7039349079133,1,10%,Active_QBC,cifar,image
12,time,654.3213593959807,2,10%,Active_QBC,cifar,image
13,time,636.3908500671388,3,10%,Active_QBC,cifar,image
14,time,635.5550332069398,4,10%,Active_QBC,cifar,image
15,time,633.9105370044707,5,10%,Active_QBC,cifar,image
16,time,638.3997342586517,6,10%,Active_QBC,cifar,image
17,time,637.5612072944641,7,10%,Active_QBC,cifar,image
18,time,631.5256364345549,8,10%,Active_QBC,cifar,image
19,time,640.6785137653352,9,10%,Active_QBC,cifar,image
20,accuracy,0.14513888888888887,0,50%,Active_QBC,cifar,image
21,accuracy,0.1804689754689755,1,50%,Active_QBC,cifar,image
22,accuracy,0.14595959595959593,2,50%,Active_QBC,cifar,image
23,accuracy,0.16833333333333333,3,50%,Active_QBC,cifar,image
24,accuracy,0.2891594516594517,4,50%,Active_QBC,cifar,image
25,accuracy,0.17601981351981352,5,50%,Active_QBC,cifar,image
26,accuracy,0.20425824175824173,6,50%,Active_QBC,cifar,image
27,accuracy,0.2275524475524475,7,50%,Active_QBC,cifar,image
28,accuracy,0.12256493506493507,8,50%,Active_QBC,cifar,image
29,accuracy,0.13400072150072148,9,50%,Active_QBC,cifar,image
30,time,1938.0676021575928,0,50%,Active_QBC,cifar,image
31,time,1925.5296671390533,1,50%,Active_QBC,cifar,image
32,time,1936.6292932033537,2,50%,Active_QBC,cifar,image
33,time,1940.8539369106293,3,50%,Active_QBC,cifar,image
34,time,1935.359126329422,4,50%,Active_QBC,cifar,image
35,time,1924.4747560024261,5,50%,Active_QBC,cifar,image
36,time,1927.7091076374054,6,50%,Active_QBC,cifar,image
37,time,1939.007602930069,7,50%,Active_QBC,cifar,image
38,time,1938.3119566440585,8,50%,Active_QBC,cifar,image
39,time,2585.481526374817,9,50%,Active_QBC,cifar,image
0,accuracy,0.018181818181818184,0,10%,LabelPropagation_knn,cifar,image
1,accuracy,0.018181818181818184,1,10%,LabelPropagation_knn,cifar,image
2,accuracy,0.018181818181818184,2,10%,LabelPropagation_knn,cifar,image
3,accuracy,0.018181818181818184,3,10%,LabelPropagation_knn,cifar,image
4,accuracy,0.018181818181818184,4,10%,LabelPropagation_knn,cifar,image
5,accuracy,0.018181818181818184,5,10%,LabelPropagation_knn,cifar,image
6,accuracy,0.018181818181818184,6,10%,LabelPropagation_knn,cifar,image
7,accuracy,0.018181818181818184,7,10%,LabelPropagation_knn,cifar,image
8,accuracy,0.018181818181818184,8,10%,LabelPropagation_knn,cifar,image
9,accuracy,0.018181818181818184,9,10%,LabelPropagation_knn,cifar,image
10,time,0.1806583404541016,0,10%,LabelPropagation_knn,cifar,image
11,time,0.17531180381774902,1,10%,LabelPropagation_knn,cifar,image
12,time,0.17331337928771973,2,10%,LabelPropagation_knn,cifar,image
13,time,0.17294025421142578,3,10%,LabelPropagation_knn,cifar,image
14,time,0.17562031745910645,4,10%,LabelPropagation_knn,cifar,image
15,time,0.1734766960144043,5,10%,LabelPropagation_knn,cifar,image
16,time,0.17163753509521484,6,10%,LabelPropagation_knn,cifar,image
17,time,0.168778657913208,7,10%,LabelPropagation_knn,cifar,image
18,time,0.17039060592651367,8,10%,LabelPropagation_knn,cifar,image
19,time,0.17049026489257812,9,10%,LabelPropagation_knn,cifar,image
20,accuracy,0.018181818181818184,0,50%,LabelPropagation_knn,cifar,image
21,accuracy,0.018181818181818184,1,50%,LabelPropagation_knn,cifar,image
22,accuracy,0.018181818181818184,2,50%,LabelPropagation_knn,cifar,image
23,accuracy,0.018181818181818184,3,50%,LabelPropagation_knn,cifar,image
24,accuracy,0.018181818181818184,4,50%,LabelPropagation_knn,cifar,image
25,accuracy,0.018181818181818184,5,50%,LabelPropagation_knn,cifar,image
26,accuracy,0.018181818181818184,6,50%,LabelPropagation_knn,cifar,image
27,accuracy,0.018181818181818184,7,50%,LabelPropagation_knn,cifar,image
28,accuracy,0.018181818181818184,8,50%,LabelPropagation_knn,cifar,image
29,accuracy,0.018181818181818184,9,50%,LabelPropagation_knn,cifar,image
30,time,0.1709425449371338,0,50%,LabelPropagation_knn,cifar,image
31,time,0.17301630973815918,1,50%,LabelPropagation_knn,cifar,image
32,time,0.17366957664489746,2,50%,LabelPropagation_knn,cifar,image
33,time,0.16907501220703125,3,50%,LabelPropagation_knn,cifar,image
34,time,0.17112326622009275,4,50%,LabelPropagation_knn,cifar,image
35,time,0.17392754554748535,5,50%,LabelPropagation_knn,cifar,image
36,time,0.16573596000671387,6,50%,LabelPropagation_knn,cifar,image
37,time,0.16891813278198242,7,50%,LabelPropagation_knn,cifar,image
38,time,0.16654706001281738,8,50%,LabelPropagation_knn,cifar,image
39,time,0.17154645919799805,9,50%,LabelPropagation_knn,cifar,image
0,accuracy,0.018181818181818184,0,10%,LabelPropagation_rbf,cifar,image
1,accuracy,0.018181818181818184,1,10%,LabelPropagation_rbf,cifar,image
2,accuracy,0.018181818181818184,2,10%,LabelPropagation_rbf,cifar,image
3,accuracy,0.018181818181818184,3,10%,LabelPropagation_rbf,cifar,image
4,accuracy,0.018181818181818184,4,10%,LabelPropagation_rbf,cifar,image
5,accuracy,0.018181818181818184,5,10%,LabelPropagation_rbf,cifar,image
6,accuracy,0.018181818181818184,6,10%,LabelPropagation_rbf,cifar,image
7,accuracy,0.018181818181818184,7,10%,LabelPropagation_rbf,cifar,image
8,accuracy,0.018181818181818184,8,10%,LabelPropagation_rbf,cifar,image
9,accuracy,0.018181818181818184,9,10%,LabelPropagation_rbf,cifar,image
10,time,0.12288141250610353,0,10%,LabelPropagation_rbf,cifar,image
11,time,0.11579465866088867,1,10%,LabelPropagation_rbf,cifar,image
12,time,0.1257169246673584,2,10%,LabelPropagation_rbf,cifar,image
13,time,0.15912723541259766,3,10%,LabelPropagation_rbf,cifar,image
14,time,0.1647636890411377,4,10%,LabelPropagation_rbf,cifar,image
15,time,0.1813225746154785,5,10%,LabelPropagation_rbf,cifar,image
16,time,0.12224006652832033,6,10%,LabelPropagation_rbf,cifar,image
17,time,0.14504408836364746,7,10%,LabelPropagation_rbf,cifar,image
18,time,0.11615109443664552,8,10%,LabelPropagation_rbf,cifar,image
19,time,0.15282130241394046,9,10%,LabelPropagation_rbf,cifar,image
20,accuracy,0.018181818181818184,0,50%,LabelPropagation_rbf,cifar,image
21,accuracy,0.018181818181818184,1,50%,LabelPropagation_rbf,cifar,image
22,accuracy,0.018181818181818184,2,50%,LabelPropagation_rbf,cifar,image
23,accuracy,0.018181818181818184,3,50%,LabelPropagation_rbf,cifar,image
24,accuracy,0.018181818181818184,4,50%,LabelPropagation_rbf,cifar,image
25,accuracy,0.018181818181818184,5,50%,LabelPropagation_rbf,cifar,image
26,accuracy,0.018181818181818184,6,50%,LabelPropagation_rbf,cifar,image
27,accuracy,0.018181818181818184,7,50%,LabelPropagation_rbf,cifar,image
28,accuracy,0.018181818181818184,8,50%,LabelPropagation_rbf,cifar,image
29,accuracy,0.018181818181818184,9,50%,LabelPropagation_rbf,cifar,image
30,time,0.12131023406982422,0,50%,LabelPropagation_rbf,cifar,image
31,time,0.11515498161315918,1,50%,LabelPropagation_rbf,cifar,image
32,time,0.12279844284057614,2,50%,LabelPropagation_rbf,cifar,image
33,time,0.11762523651123047,3,50%,LabelPropagation_rbf,cifar,image
34,time,0.12148237228393555,4,50%,LabelPropagation_rbf,cifar,image
35,time,0.119248628616333,5,50%,LabelPropagation_rbf,cifar,image
36,time,0.11827754974365234,6,50%,LabelPropagation_rbf,cifar,image
37,time,0.10630011558532716,7,50%,LabelPropagation_rbf,cifar,image
38,time,0.11399555206298828,8,50%,LabelPropagation_rbf,cifar,image
39,time,0.1113123893737793,9,50%,LabelPropagation_rbf,cifar,image
0,accuracy,0.018181818181818184,0,10%,LabelSpreading_knn,cifar,image
1,accuracy,0.018181818181818184,1,10%,LabelSpreading_knn,cifar,image
2,accuracy,0.018181818181818184,2,10%,LabelSpreading_knn,cifar,image
3,accuracy,0.018181818181818184,3,10%,LabelSpreading_knn,cifar,image
4,accuracy,0.018181818181818184,4,10%,LabelSpreading_knn,cifar,image
5,accuracy,0.018181818181818184,5,10%,LabelSpreading_knn,cifar,image
6,accuracy,0.018181818181818184,6,10%,LabelSpreading_knn,cifar,image
7,accuracy,0.018181818181818184,7,10%,LabelSpreading_knn,cifar,image
8,accuracy,0.018181818181818184,8,10%,LabelSpreading_knn,cifar,image
9,accuracy,0.018181818181818184,9,10%,LabelSpreading_knn,cifar,image
10,time,0.15747404098510742,0,10%,LabelSpreading_knn,cifar,image
11,time,0.15317916870117188,1,10%,LabelSpreading_knn,cifar,image
12,time,0.15546488761901855,2,10%,LabelSpreading_knn,cifar,image
13,time,0.15813398361206055,3,10%,LabelSpreading_knn,cifar,image
14,time,0.15250754356384275,4,10%,LabelSpreading_knn,cifar,image
15,time,0.14821457862854004,5,10%,LabelSpreading_knn,cifar,image
16,time,0.14779043197631836,6,10%,LabelSpreading_knn,cifar,image
17,time,0.14476370811462402,7,10%,LabelSpreading_knn,cifar,image
18,time,0.1447434425354004,8,10%,LabelSpreading_knn,cifar,image
19,time,0.14617300033569336,9,10%,LabelSpreading_knn,cifar,image
20,accuracy,0.018181818181818184,0,50%,LabelSpreading_knn,cifar,image
21,accuracy,0.018181818181818184,1,50%,LabelSpreading_knn,cifar,image
22,accuracy,0.018181818181818184,2,50%,LabelSpreading_knn,cifar,image
23,accuracy,0.018181818181818184,3,50%,LabelSpreading_knn,cifar,image
24,accuracy,0.018181818181818184,4,50%,LabelSpreading_knn,cifar,image
25,accuracy,0.018181818181818184,5,50%,LabelSpreading_knn,cifar,image
26,accuracy,0.018181818181818184,6,50%,LabelSpreading_knn,cifar,image
27,accuracy,0.018181818181818184,7,50%,LabelSpreading_knn,cifar,image
28,accuracy,0.018181818181818184,8,50%,LabelSpreading_knn,cifar,image
29,accuracy,0.018181818181818184,9,50%,LabelSpreading_knn,cifar,image
30,time,0.1522507667541504,0,50%,LabelSpreading_knn,cifar,image
31,time,0.15671372413635254,1,50%,LabelSpreading_knn,cifar,image
32,time,0.14983177185058594,2,50%,LabelSpreading_knn,cifar,image
33,time,0.15862274169921875,3,50%,LabelSpreading_knn,cifar,image
34,time,0.15093779563903809,4,50%,LabelSpreading_knn,cifar,image
35,time,0.14724397659301758,5,50%,LabelSpreading_knn,cifar,image
36,time,0.14741134643554688,6,50%,LabelSpreading_knn,cifar,image
37,time,0.14440202713012695,7,50%,LabelSpreading_knn,cifar,image
38,time,0.14246177673339844,8,50%,LabelSpreading_knn,cifar,image
39,time,0.14350056648254395,9,50%,LabelSpreading_knn,cifar,image
0,accuracy,0.018181818181818184,0,10%,LabelSpreading_rbf,cifar,image
1,accuracy,0.018181818181818184,1,10%,LabelSpreading_rbf,cifar,image
2,accuracy,0.018181818181818184,2,10%,LabelSpreading_rbf,cifar,image
3,accuracy,0.018181818181818184,3,10%,LabelSpreading_rbf,cifar,image
4,accuracy,0.018181818181818184,4,10%,LabelSpreading_rbf,cifar,image
5,accuracy,0.018181818181818184,5,10%,LabelSpreading_rbf,cifar,image
6,accuracy,0.018181818181818184,6,10%,LabelSpreading_rbf,cifar,image
7,accuracy,0.018181818181818184,7,10%,LabelSpreading_rbf,cifar,image
8,accuracy,0.018181818181818184,8,10%,LabelSpreading_rbf,cifar,image
9,accuracy,0.018181818181818184,9,10%,LabelSpreading_rbf,cifar,image
10,time,0.03170585632324219,0,10%,LabelSpreading_rbf,cifar,image
11,time,0.012937545776367188,1,10%,LabelSpreading_rbf,cifar,image
12,time,0.01272869110107422,2,10%,LabelSpreading_rbf,cifar,image
13,time,0.012851715087890623,3,10%,LabelSpreading_rbf,cifar,image
14,time,0.013906478881835938,4,10%,LabelSpreading_rbf,cifar,image
15,time,0.012627363204956056,5,10%,LabelSpreading_rbf,cifar,image
16,time,0.012579679489135742,6,10%,LabelSpreading_rbf,cifar,image
17,time,0.01413893699645996,7,10%,LabelSpreading_rbf,cifar,image
18,time,0.03163623809814453,8,10%,LabelSpreading_rbf,cifar,image
19,time,0.015522480010986328,9,10%,LabelSpreading_rbf,cifar,image
20,accuracy,0.018181818181818184,0,50%,LabelSpreading_rbf,cifar,image
21,accuracy,0.018181818181818184,1,50%,LabelSpreading_rbf,cifar,image
22,accuracy,0.018181818181818184,2,50%,LabelSpreading_rbf,cifar,image
23,accuracy,0.018181818181818184,3,50%,LabelSpreading_rbf,cifar,image
24,accuracy,0.018181818181818184,4,50%,LabelSpreading_rbf,cifar,image
25,accuracy,0.018181818181818184,5,50%,LabelSpreading_rbf,cifar,image
26,accuracy,0.018181818181818184,6,50%,LabelSpreading_rbf,cifar,image
27,accuracy,0.018181818181818184,7,50%,LabelSpreading_rbf,cifar,image
28,accuracy,0.018181818181818184,8,50%,LabelSpreading_rbf,cifar,image
29,accuracy,0.018181818181818184,9,50%,LabelSpreading_rbf,cifar,image
30,time,0.013675928115844728,0,50%,LabelSpreading_rbf,cifar,image
31,time,0.012055158615112305,1,50%,LabelSpreading_rbf,cifar,image
32,time,0.011798620223999023,2,50%,LabelSpreading_rbf,cifar,image
33,time,0.012218952178955078,3,50%,LabelSpreading_rbf,cifar,image
34,time,0.012402057647705078,4,50%,LabelSpreading_rbf,cifar,image
35,time,0.011790037155151369,5,50%,LabelSpreading_rbf,cifar,image
36,time,0.01171588897705078,6,50%,LabelSpreading_rbf,cifar,image
37,time,0.013436555862426758,7,50%,LabelSpreading_rbf,cifar,image
38,time,0.012573003768920898,8,50%,LabelSpreading_rbf,cifar,image
39,time,0.013987541198730469,9,50%,LabelSpreading_rbf,cifar,image
0,accuracy,0.788030303030303,0,10%,Active_Random,mnist,image
1,accuracy,0.5977777777777777,1,10%,Active_Random,mnist,image
2,accuracy,0.6320833333333333,2,10%,Active_Random,mnist,image
3,accuracy,0.606504329004329,3,10%,Active_Random,mnist,image
4,accuracy,0.7675564713064713,4,10%,Active_Random,mnist,image
5,accuracy,0.5729749417249417,5,10%,Active_Random,mnist,image
6,accuracy,0.7529137529137528,6,10%,Active_Random,mnist,image
7,accuracy,0.7152525252525253,7,10%,Active_Random,mnist,image
8,accuracy,0.6458811858076563,8,10%,Active_Random,mnist,image
9,accuracy,0.8457683982683981,9,10%,Active_Random,mnist,image
10,time,5.8027215003967285,0,10%,Active_Random,mnist,image
11,time,5.740670919418335,1,10%,Active_Random,mnist,image
12,time,5.691450357437134,2,10%,Active_Random,mnist,image
13,time,5.99366021156311,3,10%,Active_Random,mnist,image
14,time,6.096295833587647,4,10%,Active_Random,mnist,image
15,time,5.631775379180907,5,10%,Active_Random,mnist,image
16,time,5.958791971206665,6,10%,Active_Random,mnist,image
17,time,5.9372496604919425,7,10%,Active_Random,mnist,image
18,time,5.910299777984619,8,10%,Active_Random,mnist,image
19,time,6.108660459518433,9,10%,Active_Random,mnist,image
20,accuracy,0.725,0,50%,Active_Random,mnist,image
21,accuracy,0.7613275613275613,1,50%,Active_Random,mnist,image
22,accuracy,0.8151098901098901,2,50%,Active_Random,mnist,image
23,accuracy,0.6887126762126762,3,50%,Active_Random,mnist,image
24,accuracy,0.7576984126984128,4,50%,Active_Random,mnist,image
25,accuracy,0.8483333333333333,5,50%,Active_Random,mnist,image
26,accuracy,0.8267803030303029,6,50%,Active_Random,mnist,image
27,accuracy,0.7964514652014651,7,50%,Active_Random,mnist,image
28,accuracy,0.7811713286713285,8,50%,Active_Random,mnist,image
29,accuracy,0.7216017316017316,9,50%,Active_Random,mnist,image
30,time,12.86894702911377,0,50%,Active_Random,mnist,image
31,time,12.580578327178955,1,50%,Active_Random,mnist,image
32,time,12.638667345046995,2,50%,Active_Random,mnist,image
33,time,12.478308200836182,3,50%,Active_Random,mnist,image
34,time,12.644250631332396,4,50%,Active_Random,mnist,image
35,time,12.374743223190308,5,50%,Active_Random,mnist,image
36,time,13.1350576877594,6,50%,Active_Random,mnist,image
37,time,12.554555416107178,7,50%,Active_Random,mnist,image
38,time,12.769177436828613,8,50%,Active_Random,mnist,image
39,time,13.09285020828247,9,50%,Active_Random,mnist,image
0,accuracy,0.8246825396825397,0,10%,Active_Uncertainty,mnist,image
1,accuracy,0.7139718614718614,1,10%,Active_Uncertainty,mnist,image
2,accuracy,0.7258148101898102,2,10%,Active_Uncertainty,mnist,image
3,accuracy,0.5959325396825397,3,10%,Active_Uncertainty,mnist,image
4,accuracy,0.6577976190476191,4,10%,Active_Uncertainty,mnist,image
5,accuracy,0.7469551282051282,5,10%,Active_Uncertainty,mnist,image
6,accuracy,0.7507142857142858,6,10%,Active_Uncertainty,mnist,image
7,accuracy,0.6580569430569431,7,10%,Active_Uncertainty,mnist,image
8,accuracy,0.6415512265512266,8,10%,Active_Uncertainty,mnist,image
9,accuracy,0.7629058441558441,9,10%,Active_Uncertainty,mnist,image
10,time,10.154474496841429,0,10%,Active_Uncertainty,mnist,image
11,time,10.291899681091307,1,10%,Active_Uncertainty,mnist,image
12,time,10.537123441696169,2,10%,Active_Uncertainty,mnist,image
13,time,10.228172540664671,3,10%,Active_Uncertainty,mnist,image
14,time,10.198132991790773,4,10%,Active_Uncertainty,mnist,image
15,time,10.499125003814695,5,10%,Active_Uncertainty,mnist,image
16,time,10.613945960998537,6,10%,Active_Uncertainty,mnist,image
17,time,10.360639810562132,7,10%,Active_Uncertainty,mnist,image
18,time,10.69320011138916,8,10%,Active_Uncertainty,mnist,image
19,time,10.272627115249632,9,10%,Active_Uncertainty,mnist,image
20,accuracy,0.922936507936508,0,50%,Active_Uncertainty,mnist,image
21,accuracy,0.7617948717948718,1,50%,Active_Uncertainty,mnist,image
22,accuracy,0.6984848484848485,2,50%,Active_Uncertainty,mnist,image
23,accuracy,0.7692948717948718,3,50%,Active_Uncertainty,mnist,image
24,accuracy,0.7524675324675325,4,50%,Active_Uncertainty,mnist,image
25,accuracy,0.7941666666666667,5,50%,Active_Uncertainty,mnist,image
26,accuracy,0.7980519480519479,6,50%,Active_Uncertainty,mnist,image
27,accuracy,0.7191468253968254,7,50%,Active_Uncertainty,mnist,image
28,accuracy,0.8540986790986791,8,50%,Active_Uncertainty,mnist,image
29,accuracy,0.9027235264735264,9,50%,Active_Uncertainty,mnist,image
30,time,23.31668329238892,0,50%,Active_Uncertainty,mnist,image
31,time,23.69999027252197,1,50%,Active_Uncertainty,mnist,image
32,time,23.52970385551453,2,50%,Active_Uncertainty,mnist,image
33,time,24.170828342437744,3,50%,Active_Uncertainty,mnist,image
34,time,23.48783326148987,4,50%,Active_Uncertainty,mnist,image
35,time,23.913070678710934,5,50%,Active_Uncertainty,mnist,image
36,time,23.94762277603149,6,50%,Active_Uncertainty,mnist,image
37,time,23.65984582901001,7,50%,Active_Uncertainty,mnist,image
38,time,23.526161432266235,8,50%,Active_Uncertainty,mnist,image
39,time,23.270129680633545,9,50%,Active_Uncertainty,mnist,image
0,accuracy,0.6377705627705629,0,10%,Active_QBC,mnist,image
1,accuracy,0.7001677489177489,1,10%,Active_QBC,mnist,image
2,accuracy,0.7922727272727272,2,10%,Active_QBC,mnist,image
3,accuracy,0.7495616883116883,3,10%,Active_QBC,mnist,image
4,accuracy,0.7015151515151515,4,10%,Active_QBC,mnist,image
5,accuracy,0.5019264069264071,5,10%,Active_QBC,mnist,image
6,accuracy,0.7256673881673882,6,10%,Active_QBC,mnist,image
7,accuracy,0.6831060606060606,7,10%,Active_QBC,mnist,image
8,accuracy,0.7676262626262627,8,10%,Active_QBC,mnist,image
9,accuracy,0.8004204129204128,9,10%,Active_QBC,mnist,image
10,time,47.50560665130615,0,10%,Active_QBC,mnist,image
11,time,48.24279952049256,1,10%,Active_QBC,mnist,image
12,time,48.575777769088745,2,10%,Active_QBC,mnist,image
13,time,48.75720548629761,3,10%,Active_QBC,mnist,image
14,time,48.129813432693474,4,10%,Active_QBC,mnist,image
15,time,47.992480039596565,5,10%,Active_QBC,mnist,image
16,time,49.46488094329834,6,10%,Active_QBC,mnist,image
17,time,48.06690263748169,7,10%,Active_QBC,mnist,image
18,time,47.62693428993225,8,10%,Active_QBC,mnist,image
19,time,48.48973298072815,9,10%,Active_QBC,mnist,image
20,accuracy,0.6547222222222222,0,50%,Active_QBC,mnist,image
21,accuracy,0.7408026695526695,1,50%,Active_QBC,mnist,image
22,accuracy,0.7035858585858586,2,50%,Active_QBC,mnist,image
23,accuracy,0.7381240981240981,3,50%,Active_QBC,mnist,image
24,accuracy,0.8038690476190474,4,50%,Active_QBC,mnist,image
25,accuracy,0.7617658730158728,5,50%,Active_QBC,mnist,image
26,accuracy,0.7101388888888891,6,50%,Active_QBC,mnist,image
27,accuracy,0.800860805860806,7,50%,Active_QBC,mnist,image
28,accuracy,0.9470940170940172,8,50%,Active_QBC,mnist,image
29,accuracy,0.7277272727272728,9,50%,Active_QBC,mnist,image
30,time,102.82319593429564,0,50%,Active_QBC,mnist,image
31,time,102.97201728820801,1,50%,Active_QBC,mnist,image
32,time,104.39442777633668,2,50%,Active_QBC,mnist,image
33,time,102.2850694656372,3,50%,Active_QBC,mnist,image
34,time,103.4395878314972,4,50%,Active_QBC,mnist,image
35,time,102.38625288009644,5,50%,Active_QBC,mnist,image
36,time,102.15680170059204,6,50%,Active_QBC,mnist,image
37,time,101.73259234428406,7,50%,Active_QBC,mnist,image
38,time,102.36958003044128,8,50%,Active_QBC,mnist,image
39,time,102.28146243095398,9,50%,Active_QBC,mnist,image
0,accuracy,0.018181818181818184,0,10%,LabelPropagation_knn,mnist,image
1,accuracy,0.018181818181818184,1,10%,LabelPropagation_knn,mnist,image
2,accuracy,0.018181818181818184,2,10%,LabelPropagation_knn,mnist,image
3,accuracy,0.018181818181818184,3,10%,LabelPropagation_knn,mnist,image
4,accuracy,0.018181818181818184,4,10%,LabelPropagation_knn,mnist,image
5,accuracy,0.018181818181818184,5,10%,LabelPropagation_knn,mnist,image
6,accuracy,0.018181818181818184,6,10%,LabelPropagation_knn,mnist,image
7,accuracy,0.018181818181818184,7,10%,LabelPropagation_knn,mnist,image
8,accuracy,0.018181818181818184,8,10%,LabelPropagation_knn,mnist,image
9,accuracy,0.018181818181818184,9,10%,LabelPropagation_knn,mnist,image
10,time,0.08190536499023438,0,10%,LabelPropagation_knn,mnist,image
11,time,0.07891678810119629,1,10%,LabelPropagation_knn,mnist,image
12,time,0.07895326614379883,2,10%,LabelPropagation_knn,mnist,image
13,time,0.07924962043762207,3,10%,LabelPropagation_knn,mnist,image
14,time,0.07812643051147461,4,10%,LabelPropagation_knn,mnist,image
15,time,0.07789850234985353,5,10%,LabelPropagation_knn,mnist,image
16,time,0.0789637565612793,6,10%,LabelPropagation_knn,mnist,image
17,time,0.07896852493286133,7,10%,LabelPropagation_knn,mnist,image
18,time,0.07822346687316895,8,10%,LabelPropagation_knn,mnist,image
19,time,0.08038020133972168,9,10%,LabelPropagation_knn,mnist,image
20,accuracy,0.018181818181818184,0,50%,LabelPropagation_knn,mnist,image
21,accuracy,0.018181818181818184,1,50%,LabelPropagation_knn,mnist,image
22,accuracy,0.018181818181818184,2,50%,LabelPropagation_knn,mnist,image
23,accuracy,0.018181818181818184,3,50%,LabelPropagation_knn,mnist,image
24,accuracy,0.018181818181818184,4,50%,LabelPropagation_knn,mnist,image
25,accuracy,0.018181818181818184,5,50%,LabelPropagation_knn,mnist,image
26,accuracy,0.018181818181818184,6,50%,LabelPropagation_knn,mnist,image
27,accuracy,0.018181818181818184,7,50%,LabelPropagation_knn,mnist,image
28,accuracy,0.018181818181818184,8,50%,LabelPropagation_knn,mnist,image
29,accuracy,0.018181818181818184,9,50%,LabelPropagation_knn,mnist,image
30,time,0.0778348445892334,0,50%,LabelPropagation_knn,mnist,image
31,time,0.07743477821350098,1,50%,LabelPropagation_knn,mnist,image
32,time,0.0788412094116211,2,50%,LabelPropagation_knn,mnist,image
33,time,0.0777134895324707,3,50%,LabelPropagation_knn,mnist,image
34,time,0.07781672477722168,4,50%,LabelPropagation_knn,mnist,image
35,time,0.07798552513122559,5,50%,LabelPropagation_knn,mnist,image
36,time,0.07980966567993164,6,50%,LabelPropagation_knn,mnist,image
37,time,0.07808852195739746,7,50%,LabelPropagation_knn,mnist,image
