,ValueType,value,Iteration,Variable,Model,Dataset,DataType
32,time,0.0031473636627197266,2,50%,LabelSpreading_knn,wine,numeric
33,time,0.003164768218994141,3,50%,LabelSpreading_knn,wine,numeric
34,time,0.0032796859741210933,4,50%,LabelSpreading_knn,wine,numeric
35,time,0.003291130065917969,5,50%,LabelSpreading_knn,wine,numeric
36,time,0.003171682357788086,6,50%,LabelSpreading_knn,wine,numeric
37,time,0.003164052963256836,7,50%,LabelSpreading_knn,wine,numeric
38,time,0.003185033798217773,8,50%,LabelSpreading_knn,wine,numeric
39,time,0.0031125545501708984,9,50%,LabelSpreading_knn,wine,numeric
0,accuracy,0.16503105295595694,0,10%,LabelSpreading_rbf,wine,numeric
1,accuracy,0.16503105295595694,1,10%,LabelSpreading_rbf,wine,numeric
2,accuracy,0.16503105295595694,2,10%,LabelSpreading_rbf,wine,numeric
3,accuracy,0.16503105295595694,3,10%,LabelSpreading_rbf,wine,numeric
4,accuracy,0.16503105295595694,4,10%,LabelSpreading_rbf,wine,numeric
5,accuracy,0.16503105295595694,5,10%,LabelSpreading_rbf,wine,numeric
6,accuracy,0.16503105295595694,6,10%,LabelSpreading_rbf,wine,numeric
7,accuracy,0.16503105295595694,7,10%,LabelSpreading_rbf,wine,numeric
8,accuracy,0.16503105295595694,8,10%,LabelSpreading_rbf,wine,numeric
9,accuracy,0.16503105295595694,9,10%,LabelSpreading_rbf,wine,numeric
10,time,0.02692270278930664,0,10%,LabelSpreading_rbf,wine,numeric
11,time,0.003275632858276367,1,10%,LabelSpreading_rbf,wine,numeric
12,time,0.003267049789428711,2,10%,LabelSpreading_rbf,wine,numeric
13,time,0.003210067749023437,3,10%,LabelSpreading_rbf,wine,numeric
14,time,0.0032951831817626953,4,10%,LabelSpreading_rbf,wine,numeric
15,time,0.0032444000244140625,5,10%,LabelSpreading_rbf,wine,numeric
16,time,0.003236532211303711,6,10%,LabelSpreading_rbf,wine,numeric
17,time,0.0032379627227783203,7,10%,LabelSpreading_rbf,wine,numeric
18,time,0.003243684768676758,8,10%,LabelSpreading_rbf,wine,numeric
19,time,0.0032503604888916016,9,10%,LabelSpreading_rbf,wine,numeric
20,accuracy,0.16503105295595694,0,50%,LabelSpreading_rbf,wine,numeric
21,accuracy,0.16503105295595694,1,50%,LabelSpreading_rbf,wine,numeric
22,accuracy,0.16503105295595694,2,50%,LabelSpreading_rbf,wine,numeric
23,accuracy,0.16503105295595694,3,50%,LabelSpreading_rbf,wine,numeric
24,accuracy,0.16503105295595694,4,50%,LabelSpreading_rbf,wine,numeric
25,accuracy,0.16503105295595694,5,50%,LabelSpreading_rbf,wine,numeric
26,accuracy,0.16503105295595694,6,50%,LabelSpreading_rbf,wine,numeric
27,accuracy,0.16503105295595694,7,50%,LabelSpreading_rbf,wine,numeric
28,accuracy,0.16503105295595694,8,50%,LabelSpreading_rbf,wine,numeric
29,accuracy,0.16503105295595694,9,50%,LabelSpreading_rbf,wine,numeric
30,time,0.004275083541870117,0,50%,LabelSpreading_rbf,wine,numeric
31,time,0.003224611282348633,1,50%,LabelSpreading_rbf,wine,numeric
32,time,0.003228187561035156,2,50%,LabelSpreading_rbf,wine,numeric
33,time,0.003219127655029297,3,50%,LabelSpreading_rbf,wine,numeric
34,time,0.003261089324951172,4,50%,LabelSpreading_rbf,wine,numeric
35,time,0.003198385238647461,5,50%,LabelSpreading_rbf,wine,numeric
36,time,0.0032520294189453125,6,50%,LabelSpreading_rbf,wine,numeric
37,time,0.003205776214599609,7,50%,LabelSpreading_rbf,wine,numeric
38,time,0.003217458724975586,8,50%,LabelSpreading_rbf,wine,numeric
39,time,0.003232717514038086,9,50%,LabelSpreading_rbf,wine,numeric
0,accuracy,0.7249633517756655,0,10%,Active_Random,musk1,numeric
1,accuracy,0.6844904815229563,1,10%,Active_Random,musk1,numeric
2,accuracy,0.7570809376382132,2,10%,Active_Random,musk1,numeric
3,accuracy,0.7111762013729978,3,10%,Active_Random,musk1,numeric
4,accuracy,0.7601565898216616,4,10%,Active_Random,musk1,numeric
5,accuracy,0.6521688837478311,5,10%,Active_Random,musk1,numeric
6,accuracy,0.6986357443386091,6,10%,Active_Random,musk1,numeric
7,accuracy,0.6957629367536489,7,10%,Active_Random,musk1,numeric
8,accuracy,0.7482090318965116,8,10%,Active_Random,musk1,numeric
9,accuracy,0.6714141876430206,9,10%,Active_Random,musk1,numeric
10,time,4.3242273330688485,0,10%,Active_Random,musk1,numeric
11,time,4.127413749694823,1,10%,Active_Random,musk1,numeric
12,time,4.060228824615479,2,10%,Active_Random,musk1,numeric
13,time,4.159004926681519,3,10%,Active_Random,musk1,numeric
14,time,4.265073776245116,4,10%,Active_Random,musk1,numeric
15,time,4.230755090713502,5,10%,Active_Random,musk1,numeric
16,time,4.364424705505371,6,10%,Active_Random,musk1,numeric
17,time,4.19763445854187,7,10%,Active_Random,musk1,numeric
18,time,4.2574899196624765,8,10%,Active_Random,musk1,numeric
19,time,4.1317217350006095,9,10%,Active_Random,musk1,numeric
20,accuracy,0.8071991001124861,0,50%,Active_Random,musk1,numeric
21,accuracy,0.7695654229914408,1,50%,Active_Random,musk1,numeric
22,accuracy,0.8292822966507177,2,50%,Active_Random,musk1,numeric
23,accuracy,0.7998214484990515,3,50%,Active_Random,musk1,numeric
24,accuracy,0.8842105263157894,4,50%,Active_Random,musk1,numeric
25,accuracy,0.7996009311606253,5,50%,Active_Random,musk1,numeric
26,accuracy,0.7216507177033493,6,50%,Active_Random,musk1,numeric
27,accuracy,0.7894736842105263,7,50%,Active_Random,musk1,numeric
28,accuracy,0.8209331873459375,8,50%,Active_Random,musk1,numeric
29,accuracy,0.8101052631578948,9,50%,Active_Random,musk1,numeric
30,time,12.12800121307373,0,50%,Active_Random,musk1,numeric
31,time,11.981002569198608,1,50%,Active_Random,musk1,numeric
32,time,11.509142875671387,2,50%,Active_Random,musk1,numeric
33,time,12.028861045837402,3,50%,Active_Random,musk1,numeric
34,time,11.634891271591187,4,50%,Active_Random,musk1,numeric
35,time,12.262222290039062,5,50%,Active_Random,musk1,numeric
36,time,11.757880210876465,6,50%,Active_Random,musk1,numeric
37,time,12.225907802581787,7,50%,Active_Random,musk1,numeric
38,time,11.83238124847412,8,50%,Active_Random,musk1,numeric
39,time,11.921353816986086,9,50%,Active_Random,musk1,numeric
0,accuracy,0.7473684210526316,0,10%,Active_Uncertainty,musk1,numeric
1,accuracy,0.7462456140350878,1,10%,Active_Uncertainty,musk1,numeric
2,accuracy,0.7762591931918525,2,10%,Active_Uncertainty,musk1,numeric
3,accuracy,0.7764937317810325,3,10%,Active_Uncertainty,musk1,numeric
4,accuracy,0.7798306956201693,4,10%,Active_Uncertainty,musk1,numeric
5,accuracy,0.8331550802139038,5,10%,Active_Uncertainty,musk1,numeric
6,accuracy,0.702970760233918,6,10%,Active_Uncertainty,musk1,numeric
7,accuracy,0.7417417235768424,7,10%,Active_Uncertainty,musk1,numeric
8,accuracy,0.7894736842105263,8,10%,Active_Uncertainty,musk1,numeric
9,accuracy,0.742200956937799,9,10%,Active_Uncertainty,musk1,numeric
10,time,8.349061250686647,0,10%,Active_Uncertainty,musk1,numeric
11,time,8.674415111541746,1,10%,Active_Uncertainty,musk1,numeric
12,time,8.289663791656494,2,10%,Active_Uncertainty,musk1,numeric
13,time,8.167269945144652,3,10%,Active_Uncertainty,musk1,numeric
14,time,8.347320556640625,4,10%,Active_Uncertainty,musk1,numeric
15,time,8.653977632522581,5,10%,Active_Uncertainty,musk1,numeric
16,time,8.284728288650513,6,10%,Active_Uncertainty,musk1,numeric
17,time,8.333478927612305,7,10%,Active_Uncertainty,musk1,numeric
18,time,8.286987781524656,8,10%,Active_Uncertainty,musk1,numeric
19,time,7.9764416217803955,9,10%,Active_Uncertainty,musk1,numeric
20,accuracy,0.7771712508589853,0,50%,Active_Uncertainty,musk1,numeric
21,accuracy,0.7796904024767801,1,50%,Active_Uncertainty,musk1,numeric
22,accuracy,0.8945249976461725,2,50%,Active_Uncertainty,musk1,numeric
23,accuracy,0.8090010356840223,3,50%,Active_Uncertainty,musk1,numeric
24,accuracy,0.8843388817904421,4,50%,Active_Uncertainty,musk1,numeric
25,accuracy,0.8522392938868912,5,50%,Active_Uncertainty,musk1,numeric
26,accuracy,0.788237531498122,6,50%,Active_Uncertainty,musk1,numeric
27,accuracy,0.8315789473684211,7,50%,Active_Uncertainty,musk1,numeric
28,accuracy,0.7676986584107328,8,50%,Active_Uncertainty,musk1,numeric
29,accuracy,0.7788003430591778,9,50%,Active_Uncertainty,musk1,numeric
30,time,24.571153402328488,0,50%,Active_Uncertainty,musk1,numeric
31,time,24.07904624938965,1,50%,Active_Uncertainty,musk1,numeric
32,time,24.52356839179993,2,50%,Active_Uncertainty,musk1,numeric
33,time,24.24616575241089,3,50%,Active_Uncertainty,musk1,numeric
34,time,24.431134700775146,4,50%,Active_Uncertainty,musk1,numeric
35,time,24.34809398651123,5,50%,Active_Uncertainty,musk1,numeric
36,time,23.97053050994873,6,50%,Active_Uncertainty,musk1,numeric
37,time,23.258947372436523,7,50%,Active_Uncertainty,musk1,numeric
38,time,23.711787462234497,8,50%,Active_Uncertainty,musk1,numeric
39,time,23.854541540145874,9,50%,Active_Uncertainty,musk1,numeric
0,accuracy,0.6869918699186992,0,10%,Active_QBC,musk1,numeric
1,accuracy,0.7366071690776993,1,10%,Active_QBC,musk1,numeric
2,accuracy,0.7576785955514834,2,10%,Active_QBC,musk1,numeric
3,accuracy,0.809763675736748,3,10%,Active_QBC,musk1,numeric
4,accuracy,0.7670612846479341,4,10%,Active_QBC,musk1,numeric
5,accuracy,0.6835800681828794,5,10%,Active_QBC,musk1,numeric
6,accuracy,0.7045349222111883,6,10%,Active_QBC,musk1,numeric
7,accuracy,0.7263157894736842,7,10%,Active_QBC,musk1,numeric
8,accuracy,0.7246634026927785,8,10%,Active_QBC,musk1,numeric
9,accuracy,0.8337950138504155,9,10%,Active_QBC,musk1,numeric
10,time,27.5694260597229,0,10%,Active_QBC,musk1,numeric
11,time,29.151690006256104,1,10%,Active_QBC,musk1,numeric
12,time,27.63861894607544,2,10%,Active_QBC,musk1,numeric
13,time,28.338255643844604,3,10%,Active_QBC,musk1,numeric
14,time,27.848745584487915,4,10%,Active_QBC,musk1,numeric
15,time,28.32492637634277,5,10%,Active_QBC,musk1,numeric
16,time,28.51453328132629,6,10%,Active_QBC,musk1,numeric
17,time,28.22835874557495,7,10%,Active_QBC,musk1,numeric
18,time,28.48533058166504,8,10%,Active_QBC,musk1,numeric
19,time,27.607188940048214,9,10%,Active_QBC,musk1,numeric
20,accuracy,0.8134759976865241,0,50%,Active_QBC,musk1,numeric
21,accuracy,0.8107784990426377,1,50%,Active_QBC,musk1,numeric
22,accuracy,0.8196148221239405,2,50%,Active_QBC,musk1,numeric
23,accuracy,0.8414743151585257,3,50%,Active_QBC,musk1,numeric
24,accuracy,0.8120011567379989,4,50%,Active_QBC,musk1,numeric
25,accuracy,0.7787500220252673,5,50%,Active_QBC,musk1,numeric
26,accuracy,0.8417391304347827,6,50%,Active_QBC,musk1,numeric
27,accuracy,0.8310185401391679,7,50%,Active_QBC,musk1,numeric
28,accuracy,0.8,8,50%,Active_QBC,musk1,numeric
29,accuracy,0.7983930364914631,9,50%,Active_QBC,musk1,numeric
30,time,87.87987971305847,0,50%,Active_QBC,musk1,numeric
31,time,86.26682925224304,1,50%,Active_QBC,musk1,numeric
32,time,86.60697960853577,2,50%,Active_QBC,musk1,numeric
33,time,86.23259568214417,3,50%,Active_QBC,musk1,numeric
34,time,83.32898902893065,4,50%,Active_QBC,musk1,numeric
35,time,87.43912792205809,5,50%,Active_QBC,musk1,numeric
36,time,86.82569551467896,6,50%,Active_QBC,musk1,numeric
37,time,83.92632937431334,7,50%,Active_QBC,musk1,numeric
38,time,85.24522089958191,8,50%,Active_QBC,musk1,numeric
39,time,85.31811451911926,9,50%,Active_QBC,musk1,numeric
0,accuracy,0.2635985580176433,0,10%,LabelPropagation_knn,musk1,numeric
1,accuracy,0.2635985580176433,1,10%,LabelPropagation_knn,musk1,numeric
2,accuracy,0.2635985580176433,2,10%,LabelPropagation_knn,musk1,numeric
3,accuracy,0.2635985580176433,3,10%,LabelPropagation_knn,musk1,numeric
4,accuracy,0.2635985580176433,4,10%,LabelPropagation_knn,musk1,numeric
5,accuracy,0.2635985580176433,5,10%,LabelPropagation_knn,musk1,numeric
6,accuracy,0.2635985580176433,6,10%,LabelPropagation_knn,musk1,numeric
7,accuracy,0.2635985580176433,7,10%,LabelPropagation_knn,musk1,numeric
8,accuracy,0.2635985580176433,8,10%,LabelPropagation_knn,musk1,numeric
9,accuracy,0.2635985580176433,9,10%,LabelPropagation_knn,musk1,numeric
10,time,0.057935237884521484,0,10%,LabelPropagation_knn,musk1,numeric
11,time,0.055051565170288086,1,10%,LabelPropagation_knn,musk1,numeric
12,time,0.05472397804260254,2,10%,LabelPropagation_knn,musk1,numeric
13,time,0.0529789924621582,3,10%,LabelPropagation_knn,musk1,numeric
14,time,0.0515286922454834,4,10%,LabelPropagation_knn,musk1,numeric
15,time,0.05169439315795898,5,10%,LabelPropagation_knn,musk1,numeric
16,time,0.05091118812561035,6,10%,LabelPropagation_knn,musk1,numeric
17,time,0.050892114639282234,7,10%,LabelPropagation_knn,musk1,numeric
18,time,0.05193638801574707,8,10%,LabelPropagation_knn,musk1,numeric
19,time,0.051402807235717766,9,10%,LabelPropagation_knn,musk1,numeric
20,accuracy,0.2635985580176433,0,50%,LabelPropagation_knn,musk1,numeric
21,accuracy,0.2635985580176433,1,50%,LabelPropagation_knn,musk1,numeric
22,accuracy,0.2635985580176433,2,50%,LabelPropagation_knn,musk1,numeric
23,accuracy,0.2635985580176433,3,50%,LabelPropagation_knn,musk1,numeric
24,accuracy,0.2635985580176433,4,50%,LabelPropagation_knn,musk1,numeric
25,accuracy,0.2635985580176433,5,50%,LabelPropagation_knn,musk1,numeric
26,accuracy,0.2635985580176433,6,50%,LabelPropagation_knn,musk1,numeric
27,accuracy,0.2635985580176433,7,50%,LabelPropagation_knn,musk1,numeric
28,accuracy,0.2635985580176433,8,50%,LabelPropagation_knn,musk1,numeric
29,accuracy,0.2635985580176433,9,50%,LabelPropagation_knn,musk1,numeric
30,time,0.055660009384155266,0,50%,LabelPropagation_knn,musk1,numeric
31,time,0.05328655242919922,1,50%,LabelPropagation_knn,musk1,numeric
32,time,0.07078313827514647,2,50%,LabelPropagation_knn,musk1,numeric
33,time,0.051789522171020515,3,50%,LabelPropagation_knn,musk1,numeric
34,time,0.051195621490478516,4,50%,LabelPropagation_knn,musk1,numeric
35,time,0.05068659782409668,5,50%,LabelPropagation_knn,musk1,numeric
36,time,0.05106925964355469,6,50%,LabelPropagation_knn,musk1,numeric
37,time,0.051377534866333015,7,50%,LabelPropagation_knn,musk1,numeric
38,time,0.05087137222290039,8,50%,LabelPropagation_knn,musk1,numeric
39,time,0.05181407928466797,9,50%,LabelPropagation_knn,musk1,numeric
0,accuracy,0.2635985580176433,0,10%,LabelPropagation_rbf,musk1,numeric
1,accuracy,0.2635985580176433,1,10%,LabelPropagation_rbf,musk1,numeric
2,accuracy,0.2635985580176433,2,10%,LabelPropagation_rbf,musk1,numeric
3,accuracy,0.2635985580176433,3,10%,LabelPropagation_rbf,musk1,numeric
4,accuracy,0.2635985580176433,4,10%,LabelPropagation_rbf,musk1,numeric
5,accuracy,0.2635985580176433,5,10%,LabelPropagation_rbf,musk1,numeric
6,accuracy,0.2635985580176433,6,10%,LabelPropagation_rbf,musk1,numeric
7,accuracy,0.2635985580176433,7,10%,LabelPropagation_rbf,musk1,numeric
8,accuracy,0.2635985580176433,8,10%,LabelPropagation_rbf,musk1,numeric
9,accuracy,0.2635985580176433,9,10%,LabelPropagation_rbf,musk1,numeric
10,time,0.07893848419189453,0,10%,LabelPropagation_rbf,musk1,numeric
11,time,0.06512689590454103,1,10%,LabelPropagation_rbf,musk1,numeric
12,time,0.06612181663513184,2,10%,LabelPropagation_rbf,musk1,numeric
13,time,0.05997037887573242,3,10%,LabelPropagation_rbf,musk1,numeric
14,time,0.05820631980895996,4,10%,LabelPropagation_rbf,musk1,numeric
15,time,0.06075477600097656,5,10%,LabelPropagation_rbf,musk1,numeric
16,time,0.05732035636901856,6,10%,LabelPropagation_rbf,musk1,numeric
17,time,0.05848097801208496,7,10%,LabelPropagation_rbf,musk1,numeric
18,time,0.05635833740234375,8,10%,LabelPropagation_rbf,musk1,numeric
19,time,0.05523014068603516,9,10%,LabelPropagation_rbf,musk1,numeric
20,accuracy,0.2635985580176433,0,50%,LabelPropagation_rbf,musk1,numeric
21,accuracy,0.2635985580176433,1,50%,LabelPropagation_rbf,musk1,numeric
22,accuracy,0.2635985580176433,2,50%,LabelPropagation_rbf,musk1,numeric
23,accuracy,0.2635985580176433,3,50%,LabelPropagation_rbf,musk1,numeric
24,accuracy,0.2635985580176433,4,50%,LabelPropagation_rbf,musk1,numeric
25,accuracy,0.2635985580176433,5,50%,LabelPropagation_rbf,musk1,numeric
26,accuracy,0.2635985580176433,6,50%,LabelPropagation_rbf,musk1,numeric
27,accuracy,0.2635985580176433,7,50%,LabelPropagation_rbf,musk1,numeric
28,accuracy,0.2635985580176433,8,50%,LabelPropagation_rbf,musk1,numeric
29,accuracy,0.2635985580176433,9,50%,LabelPropagation_rbf,musk1,numeric
30,time,0.061869382858276374,0,50%,LabelPropagation_rbf,musk1,numeric
31,time,0.059689760208129876,1,50%,LabelPropagation_rbf,musk1,numeric
32,time,0.0676872730255127,2,50%,LabelPropagation_rbf,musk1,numeric
33,time,0.05926156044006348,3,50%,LabelPropagation_rbf,musk1,numeric
34,time,0.05879664421081542,4,50%,LabelPropagation_rbf,musk1,numeric
35,time,0.0602414608001709,5,50%,LabelPropagation_rbf,musk1,numeric
36,time,0.06454229354858397,6,50%,LabelPropagation_rbf,musk1,numeric
37,time,0.058079957962036126,7,50%,LabelPropagation_rbf,musk1,numeric
38,time,0.05659937858581542,8,50%,LabelPropagation_rbf,musk1,numeric
39,time,0.057103633880615234,9,50%,LabelPropagation_rbf,musk1,numeric
0,accuracy,0.2635985580176433,0,10%,LabelSpreading_knn,musk1,numeric
1,accuracy,0.2635985580176433,1,10%,LabelSpreading_knn,musk1,numeric
2,accuracy,0.2635985580176433,2,10%,LabelSpreading_knn,musk1,numeric
3,accuracy,0.2635985580176433,3,10%,LabelSpreading_knn,musk1,numeric
4,accuracy,0.2635985580176433,4,10%,LabelSpreading_knn,musk1,numeric
5,accuracy,0.2635985580176433,5,10%,LabelSpreading_knn,musk1,numeric
6,accuracy,0.2635985580176433,6,10%,LabelSpreading_knn,musk1,numeric
7,accuracy,0.2635985580176433,7,10%,LabelSpreading_knn,musk1,numeric
8,accuracy,0.2635985580176433,8,10%,LabelSpreading_knn,musk1,numeric
9,accuracy,0.2635985580176433,9,10%,LabelSpreading_knn,musk1,numeric
10,time,0.030342817306518555,0,10%,LabelSpreading_knn,musk1,numeric
11,time,0.027449846267700195,1,10%,LabelSpreading_knn,musk1,numeric
12,time,0.02856731414794922,2,10%,LabelSpreading_knn,musk1,numeric
13,time,0.02713918685913086,3,10%,LabelSpreading_knn,musk1,numeric
14,time,0.027122020721435547,4,10%,LabelSpreading_knn,musk1,numeric
15,time,0.02705287933349609,5,10%,LabelSpreading_knn,musk1,numeric
16,time,0.02874231338500977,6,10%,LabelSpreading_knn,musk1,numeric
17,time,0.027912139892578125,7,10%,LabelSpreading_knn,musk1,numeric
18,time,0.027872085571289062,8,10%,LabelSpreading_knn,musk1,numeric
19,time,0.02760648727416992,9,10%,LabelSpreading_knn,musk1,numeric
20,accuracy,0.2635985580176433,0,50%,LabelSpreading_knn,musk1,numeric
21,accuracy,0.2635985580176433,1,50%,LabelSpreading_knn,musk1,numeric
22,accuracy,0.2635985580176433,2,50%,LabelSpreading_knn,musk1,numeric
23,accuracy,0.2635985580176433,3,50%,LabelSpreading_knn,musk1,numeric
24,accuracy,0.2635985580176433,4,50%,LabelSpreading_knn,musk1,numeric
25,accuracy,0.2635985580176433,5,50%,LabelSpreading_knn,musk1,numeric
26,accuracy,0.2635985580176433,6,50%,LabelSpreading_knn,musk1,numeric
27,accuracy,0.2635985580176433,7,50%,LabelSpreading_knn,musk1,numeric
28,accuracy,0.2635985580176433,8,50%,LabelSpreading_knn,musk1,numeric
29,accuracy,0.2635985580176433,9,50%,LabelSpreading_knn,musk1,numeric
30,time,0.027816057205200195,0,50%,LabelSpreading_knn,musk1,numeric
31,time,0.02880072593688965,1,50%,LabelSpreading_knn,musk1,numeric
32,time,0.027250051498413086,2,50%,LabelSpreading_knn,musk1,numeric
33,time,0.026904821395874023,3,50%,LabelSpreading_knn,musk1,numeric
34,time,0.02708768844604492,4,50%,LabelSpreading_knn,musk1,numeric
35,time,0.026820898056030273,5,50%,LabelSpreading_knn,musk1,numeric
36,time,0.02821588516235352,6,50%,LabelSpreading_knn,musk1,numeric
37,time,0.028171539306640625,7,50%,LabelSpreading_knn,musk1,numeric
38,time,0.027074098587036133,8,50%,LabelSpreading_knn,musk1,numeric
39,time,0.027475833892822262,9,50%,LabelSpreading_knn,musk1,numeric
0,accuracy,0.2635985580176433,0,10%,LabelSpreading_rbf,musk1,numeric
1,accuracy,0.2635985580176433,1,10%,LabelSpreading_rbf,musk1,numeric
2,accuracy,0.2635985580176433,2,10%,LabelSpreading_rbf,musk1,numeric
3,accuracy,0.2635985580176433,3,10%,LabelSpreading_rbf,musk1,numeric
4,accuracy,0.2635985580176433,4,10%,LabelSpreading_rbf,musk1,numeric
5,accuracy,0.2635985580176433,5,10%,LabelSpreading_rbf,musk1,numeric
6,accuracy,0.2635985580176433,6,10%,LabelSpreading_rbf,musk1,numeric
7,accuracy,0.2635985580176433,7,10%,LabelSpreading_rbf,musk1,numeric
8,accuracy,0.2635985580176433,8,10%,LabelSpreading_rbf,musk1,numeric
9,accuracy,0.2635985580176433,9,10%,LabelSpreading_rbf,musk1,numeric
10,time,0.03261256217956543,0,10%,LabelSpreading_rbf,musk1,numeric
11,time,0.02389216423034668,1,10%,LabelSpreading_rbf,musk1,numeric
12,time,0.016065120697021484,2,10%,LabelSpreading_rbf,musk1,numeric
13,time,0.02066493034362793,3,10%,LabelSpreading_rbf,musk1,numeric
14,time,0.01878881454467773,4,10%,LabelSpreading_rbf,musk1,numeric
15,time,0.016196727752685547,5,10%,LabelSpreading_rbf,musk1,numeric
16,time,0.020671367645263672,6,10%,LabelSpreading_rbf,musk1,numeric
17,time,0.01870298385620117,7,10%,LabelSpreading_rbf,musk1,numeric
18,time,0.016808509826660156,8,10%,LabelSpreading_rbf,musk1,numeric
19,time,0.02167534828186035,9,10%,LabelSpreading_rbf,musk1,numeric
20,accuracy,0.2635985580176433,0,50%,LabelSpreading_rbf,musk1,numeric
21,accuracy,0.2635985580176433,1,50%,LabelSpreading_rbf,musk1,numeric
22,accuracy,0.2635985580176433,2,50%,LabelSpreading_rbf,musk1,numeric
23,accuracy,0.2635985580176433,3,50%,LabelSpreading_rbf,musk1,numeric
24,accuracy,0.2635985580176433,4,50%,LabelSpreading_rbf,musk1,numeric
25,accuracy,0.2635985580176433,5,50%,LabelSpreading_rbf,musk1,numeric
26,accuracy,0.2635985580176433,6,50%,LabelSpreading_rbf,musk1,numeric
27,accuracy,0.2635985580176433,7,50%,LabelSpreading_rbf,musk1,numeric
28,accuracy,0.2635985580176433,8,50%,LabelSpreading_rbf,musk1,numeric
29,accuracy,0.2635985580176433,9,50%,LabelSpreading_rbf,musk1,numeric
30,time,0.01658773422241211,0,50%,LabelSpreading_rbf,musk1,numeric
31,time,0.016803503036499023,1,50%,LabelSpreading_rbf,musk1,numeric
32,time,0.01647186279296875,2,50%,LabelSpreading_rbf,musk1,numeric
33,time,0.01670241355895996,3,50%,LabelSpreading_rbf,musk1,numeric
34,time,0.016544818878173828,4,50%,LabelSpreading_rbf,musk1,numeric
35,time,0.016153812408447266,5,50%,LabelSpreading_rbf,musk1,numeric
36,time,0.016770362854003906,6,50%,LabelSpreading_rbf,musk1,numeric
37,time,0.01661825180053711,7,50%,LabelSpreading_rbf,musk1,numeric
38,time,0.016883373260498047,8,50%,LabelSpreading_rbf,musk1,numeric
39,time,0.016966819763183594,9,50%,LabelSpreading_rbf,musk1,numeric
0,accuracy,0.9285330504541636,0,10%,Active_Random,digits,image
1,accuracy,0.9149248530818326,1,10%,Active_Random,digits,image
2,accuracy,0.944529283597821,2,10%,Active_Random,digits,image
3,accuracy,0.8877208639985092,3,10%,Active_Random,digits,image
4,accuracy,0.9269159972905344,4,10%,Active_Random,digits,image
5,accuracy,0.955535314896403,5,10%,Active_Random,digits,image
6,accuracy,0.9215735693150516,6,10%,Active_Random,digits,image
7,accuracy,0.9052910356490784,7,10%,Active_Random,digits,image
8,accuracy,0.9195791233159764,8,10%,Active_Random,digits,image
9,accuracy,0.9101065190470352,9,10%,Active_Random,digits,image
10,time,13.365983247756958,0,10%,Active_Random,digits,image
11,time,13.49595856666565,1,10%,Active_Random,digits,image
12,time,13.384953260421753,2,10%,Active_Random,digits,image
13,time,13.414947509765625,3,10%,Active_Random,digits,image
14,time,13.980984687805176,4,10%,Active_Random,digits,image
15,time,13.89251708984375,5,10%,Active_Random,digits,image
16,time,13.335510969161987,6,10%,Active_Random,digits,image
17,time,13.565070152282715,7,10%,Active_Random,digits,image
18,time,13.8367280960083,8,10%,Active_Random,digits,image
19,time,13.877478837966919,9,10%,Active_Random,digits,image
20,accuracy,0.9380123068906356,0,50%,Active_Random,digits,image
21,accuracy,0.9298938265916395,1,50%,Active_Random,digits,image
22,accuracy,0.9635879245002872,2,50%,Active_Random,digits,image
23,accuracy,0.9386818233561256,3,50%,Active_Random,digits,image
24,accuracy,0.9460243215103936,4,50%,Active_Random,digits,image
25,accuracy,0.9558889446890227,5,50%,Active_Random,digits,image
26,accuracy,0.9440487851618042,6,50%,Active_Random,digits,image
27,accuracy,0.9313995187412286,7,50%,Active_Random,digits,image
28,accuracy,0.9666909143865232,8,50%,Active_Random,digits,image
29,accuracy,0.9525112366839328,9,50%,Active_Random,digits,image
30,time,43.29889249801636,0,50%,Active_Random,digits,image
31,time,42.52061223983765,1,50%,Active_Random,digits,image
32,time,42.51943588256836,2,50%,Active_Random,digits,image
33,time,42.83400535583496,3,50%,Active_Random,digits,image
34,time,44.879862785339355,4,50%,Active_Random,digits,image
35,time,42.40567398071289,5,50%,Active_Random,digits,image
36,time,43.59496068954468,6,50%,Active_Random,digits,image
37,time,43.012559413909905,7,50%,Active_Random,digits,image
38,time,43.89769864082336,8,50%,Active_Random,digits,image
39,time,43.790955543518066,9,50%,Active_Random,digits,image
0,accuracy,0.9169887554630556,0,10%,Active_Uncertainty,digits,image
1,accuracy,0.9270028788275432,1,10%,Active_Uncertainty,digits,image
2,accuracy,0.9125830896053604,2,10%,Active_Uncertainty,digits,image
3,accuracy,0.8986445756126945,3,10%,Active_Uncertainty,digits,image
4,accuracy,0.9277305746637374,4,10%,Active_Uncertainty,digits,image
5,accuracy,0.9097116157958642,5,10%,Active_Uncertainty,digits,image
6,accuracy,0.9019174200922682,6,10%,Active_Uncertainty,digits,image
7,accuracy,0.9235992353432813,7,10%,Active_Uncertainty,digits,image
8,accuracy,0.9104246658957846,8,10%,Active_Uncertainty,digits,image
9,accuracy,0.92062860424607,9,10%,Active_Uncertainty,digits,image
10,time,23.606382846832275,0,10%,Active_Uncertainty,digits,image
11,time,23.518840551376343,1,10%,Active_Uncertainty,digits,image
12,time,23.23334670066833,2,10%,Active_Uncertainty,digits,image
13,time,22.68611121177673,3,10%,Active_Uncertainty,digits,image
14,time,23.59968876838684,4,10%,Active_Uncertainty,digits,image
